col1
"1899 National League Player Review
← 1898 | 1899 Hitting Statistics League Leaders | 1900 →"
Statistic,Name(s),Team(s),#,Top 25
Base on Balls,John McGraw,Baltimore,124,Top 25
Batting Average,Ed Delahanty,Philadelphia,.410,Top 25
Doubles,Ed Delahanty,Philadelphia,55,Top 25
Hits,Ed Delahanty,Philadelphia,238,Top 25
Home Runs,Buck Freeman,Washington,25,Top 25
On Base Percentage,John McGraw,Baltimore,.547,Top 25
RBI,Ed Delahanty,Philadelphia,137,Top 25
Runs,Willie Keeler,Brooklyn,140,Top 25
John McGraw,Baltimore
Slugging Average,Ed Delahanty,Philadelphia,.582,Top 25
Stolen Bases,Jimmy Sheckard,Baltimore,77,Top 25
Total Bases,Ed Delahanty,Philadelphia,338,Top 25
Triples,Jimmy Williams,Pittsburgh,27,Top 25
Statistic,Name(s),Team(s),#,Top 25
1899 N.L. History | Year-by-Year History
